Review,Star,Sentiment
"
It's ok if you're in a hurry and don't want to make food but I wouldn't recommend it. The burgers you get definitely does not look like the picture but has the same things in it. Normally has a place to sit and eat inside.",3,Negative
"
We come here about 1-2 times per month with our kids. Free wifi and clean. Has a play area that kids enjoy with skate board video game, floor piano, musical slide, air hockey, and floor stomp video game. Giving them 3 stars, though, because service is a little slow, and my last 3 visits have all had 1 error.",3,Neutral
"
Very busy at lunchtime Saturday.  They forgot to give us sauce for 2 orders of nuggets that were ordered on their computer, otherwise ok",3,Negative
"
Service was good. Food was room temperature.  Not good. Grand baby loved playing",3,Neutral
"
It's kinda crowded place. But good service.",3,Neutral
"
Good morning menu. Mainly for kids",3,Neutral
"
Going down food not hot",3,Negative
"
Fast and good.",3,Positive
"
Not fast for sure",3,Negative
"
Good place to go and relax",3,Positive
"
not so bad",3,Positive
"
I like that you can dine in as most McDonald's does not allow dine in. Self serve soda is available which I didn't reallynlile since I saw a man take sips from his cup and refill it ! That was gross use the straw, remove lid and then refill!!!! The manager asked us to order quickly becuase they were closing soon.",4,Negative
"
What's to say, it's McDonald's.  Clean location, has a seperate room with some kids activity tables.",4,Positive
"
This was a McCafe and it was the first one I have ever seen so had to stop here instead of a drive thru",4,Neutral
"
Frequent the place for the fast service and easy parking.  My food is usually hot and friendly staff will usually fulfill special requests (i.e. extra napkins, etc...). Bathrooms could use more attention after lunch time rush.",4,Positive
"
McDonald's food is super consistent no matter where you go.  The only problem here was that the cashier was very insistent that I use the kiosk to order my food, even though she was stationed at the register.  When I declined, it was very apparent that she was not pleased.",4,Neutral
"
Got my usual and both the fries and the spicy McChickens were either dry or overcooked, to the point of I didn't eat most of the fries cause they hurt my teeth.",4,Negative
"
Ordered quarter pounder w/ cheese Lg meal . Waited little while. Because of called in curb side & walk in orders plus grub hub orders . Fries were fresh & hot . Burger was good .",4,Positive
"
My son's happy meal was nice and hot! Great job! This location doesn't have a drive thru but it was fast in and out ordering on the app!",4,Positive
"
A little small with no drive thru but friendly service and standard McDs food etc. Curbside service as well as online orders with pickup",4,Positive
"
I love this mc donald's and we stop just about every time we are in the area for food and sometimes just drinks. It has a small play area for kids and you wouldn't even know based on the look from the outside",4,Positive
"
They are pretty quick, but don't always get my order right.",4,Neutral
"
I should have taken her name but the employee that helped me with my order was very kind! Kindness and a smile always help!",4,Positive
"
It was great! Very clean, well laid out. Love the electronic puzzle table.",4,Positive
"
Only one I know around you can have breakfast inside.",4,Neutral
"
Ok, got what I wanted, but the cashier really didn't look like She was interested in helping me.",4,Negative
"
Friendly and accommodating Manager, always prepares fresh fries for my take-outs. Much improved.",4,Positive
"
Always great for breakfast any time off the day.
Counter staff very attentive, even when busy",4,Positive
"
Nice, spacious McD with kiosk ordering.",4,Positive
"
Great McDonalds. Clean, friendly staff. No drive thru",4,Positive
"
Been eating at McDonald's for over 50 years.  Hamburgers still good, just not 15¢ anymore",4,Positive
"
Not a big fan of mcdonalds but I made a quick stop and enjoyed what I had.",4,Positive
"
Great coffee. Don't eat anything else there.",4,Positive
"
The usual place, but always clean in the institution. Always the prices are acceptable.",4,Positive
"
A McDonald's where your order is what you placed and the staff can actually speak English with a full set of teeth to boot...",4,Positive
"
Good food. Friendly service!",4,Positive
"
Not bad good service hard working people",4,Positive
"
It's McDonald's fine for fast food",4,Positive
"
A good fast food place.",4,Positive
"
Clean and good service",4,Positive
"
Good as any McDs",4,Positive
"
It's McDonald's I don't expect much",4,Neutral
"
Clean, friendly and effective place",4,Positive
"
Very good",4,Positive
"
It's McDonald's.",4,Neutral
"
Slow",4,Negative
"
I never knew a McDonald’s could be this perfect. I know most get a bad rap because the food is always cold, sloppily thrown together etc. not here. I work out this way on weekends and this McDonalds always has the freshest food and the employees are super nice. Top notch for fast food!",5,Positive
"
Love the Greek hangouts, best part is Ted Iouannou , nicest Greek man I know!

Buy them all coffee today on me!",5,Positive
"
Very kid friendly they have lot of new play items",5,Positive
"
Unexpected  excellent  service  ! This location  doesn't  have drive through  but does have curbside pickup  . Very fast service  , really  like it.",5,Positive
"
The gentleman who took my son's order had superb customer service  Food was fresh.",5,Positive
"
Great service
Fast and friendly people",5,Positive
"
Actually liked this place with its spacious interior tables are far apart. Gonna eat in next time I'm in the area.",5,Positive
"
There is a reason why I give this McDonald’s five stars, Bc the manager Erick is probably one of the best managers in McDonald’s. He’s super nice and knows how to handle customer service the right way. He is the one who makes service absolutely up to standards. He deserves a high raise. He is truly skilled at customer service. He’s a real awesome manager.",5,Positive
"
This restaurant has recently been updated and it is beautiful inside. I like the new trend towards some movable furniture in their restaurants, so that different group sizes and types of people can be accommodated. There is also a partially enclosed ""children's room"" with special light tables and activities. McDs is also the best place to stop for a quick meeting with a friend or colleague because of their $1 fountain drinks! It looks small from the outside (a storefront in a strip mall), but is quite large inside. Plenty of parking and friendly service.",5,Positive
"
Wow! Very impressed with the instant service you receive from the moment you walk in! The new system of ordering just blew me away (in a good way), and I loved it! My order was correct, and prompt. Highly recommend this McDonald's 👌",5,Positive
"
Modern, clean ambiance flow from other restaurants and Photo Opp with Ronald too.. 1st Time for Donut Sticks = Delicious!! Should've ordered 12... Next time. Enjoy :)",5,Positive
"
Very friendly service and incredibly clean. An Excellent McDonald's!",5,Positive
"
""Pedrito"" aka Peter always makes sure he gets my coffee to me fast. When I am paying with my card, he runs and makes my coffee fast so I don't have to be late to work.
When I go to McDonalds at night, Eric the manager always makes sure the coffee is hot and fresh!!!!!",5,Positive
"
Spacious, clean area with a room for little kids to eat (no play things but the tables are designed to keep them entertained and a tv with kids programming.) Good size tables and good seating.",5,Positive
"
Mcdonald's is Mcdonald's.. place was kept clean and appropriate measures taken during covid conditions.. just a thought.. maybe improve the bacon biscuit breakfast.. maybe",5,Positive
"
Came here while roadtripping up north. Peter was such an accommodating and friendly employee. The food also tasted fresh and the resturant was very clean",5,Positive
"
— update: the hours posted now reflect accurately! bumping to 5 stars —

NOT 24HRS.
It's a good mcds otherwise though.",5,positive
"
Amazing customer service !!",5,Positive
"
Ordered sat down food delivered to my table within 5 minutes great service",5,Positive
"
I was surprised,  how cleaned sanitized  the restaurant  was, I am glad the follow, all Covid  protocols.",5,Positive
"
Love their Sweet Tea! Service is good, place is always busy!",5,Positive
"
Great Service food is fast and hot Fries are always hot Friendly faces",5,Positive
"
Order was served quick and staff was friendly and helpful",5,Positive
"
I like the folks here. Always quick and willing to compensate for your order if something was not right.",5,Positive
"
The kids meal burger and fries was perfect for a quick lunch.",5,Positive
"
steven the door man is fantastic. very diner like experience unlike most mcdonald’s.",5,Positive
"
Classic McDonald's. Clean and friendly",5,Positive
"
Great location for a quick snack.",5,Positive
"
Love this McDonalds! They are so professional and clean. And FAST!",5,Positive
"
Yum yum 😍 …",5,Positive
"
McDonald's breakfast is still awesome and cheap.",5,Positive
"
Good Mickeydee store.",5,Positive
"
I like this Mcdonals, its service its great very customer focused.",5,Positive
"
Great service",5,Positive
"
McDonald what can you say",5,Neutral
"
The workers are really nice to customers",5,Positive
"
Real cushioned seats.  Really well run.",5,Positive
"
Very good",5,Positive
"
Always friendly people never a problem",5,Positive
"
Very Clean & fast service.",5,Positive
"
Great service, employs are very friendly",5,Positive
"
Nice job great workers",5,Positive
"
Great employees and fast service",5,Positive
"
Breakfast was fast and fresh.",5,Positive
"
Good fast food
That’s about it",5,Positive
"
MaDonnas very very good to me !!",5,Positive
"
Trash food but its filling",5,Neutral
"
Nice Staff!",5,Positive
"
Very good",5,Positive
"
On a scale of 1-5 it's a 5",5,Positive
"
Got coffee",5,Neutral
"
Great as usual",5,Positive
"
Fast attention",5,Neutral
"
Update: after 2 weeks I still have not received a refund from the owner, even though the reply said they would. Again just reinforcing the poor service at this place.

We’re visiting St. Louis and saw the reviews for this coffee shop and decided to check it out. Worst decision I could have made. The coffee shop itself has a nice atmosphere and there is a variety of things to choose from. But there was about 3 people ahead of us when we ordered our two iced lattes and it literally took 45min to get our mediocre coffee. I’m not sure if I went on a bad day bc the coffee shop was not that busy (but that was their excuse). Even the ordering process was tedious. If you have 45min to an hour to waste then you could try this place but other than that I would recommend looking elsewhere.",1,Negative
"
Edit: just editing to let the owner know that this was on Wednesday September 14th around 4:40ish.

First off, I was shocked by the price. I really didn’t expect a small latte to be over $6. When I saw my receipt, I saw I was charged for a medium and not a small. I’m pretty soft-spoken but I corrected the barista when she repeated the order, and made sure to say it was supposed to be a small. At first I enjoyed the latte, even though I didn’t think it was worth the price. However the more I drank it, the more pronounced the bitter aftertaste became. I’m not claiming to be a coffee expert, but the ashy taste the coffee left wasn’t pleasant, to the point where I didn’t want to finish it. I tried calling but nobody answered the phone.",1,Negative
"
Slowest service I ever had!!! Waited in the extremely hot patio for longer than 30 mins for just one cup of coffee! They won’t let you wait inside the store and only allow you to wait in the patio which is steaming hot! Coffee extremely mediocre! It being a local store does NOT excuse it from blatantly disrespecting customers’ experience! “Northwest coffee roasting?” Plz just rename it as customer roasting under the heat and long wait!",1,Negative
"
First time visit.  Poor customer service.  We were pushed out the door by the owner to wait for our order.  Not welcoming at all.  Almost $100 for a few drinks and 2 lbs of coffee beans.  Not impressed at all.",1,Negative
"
I'd leave less than a star, if I could. I waited 35 minutes for a coffee that never came. I tried to cancel the coffee, but was told that since it was ""free"" (I used points I'd earned from being a repeat customer here), I couldn't do so. They were making coffee at the rate of 3 drinks every 10 minutes. I counted because I sat around with nothing to do for a good long while. At 20 minutes in, I was told I was the 6th drink in line. 15 minutes later, I was told I was the 3rd in line.

I'm shocked at the lack of professionalism and the fact that no one thought to warn me it would take this long. Severely disappointed at this place. A cup of coffee can get delayed a bit. I'm a patient person. But however busy a coffee shop is, a 35 minute wait without any warning is unacceptable. And that no one seemed remotely apologetic is astounding.

Needless to say, I won't be returning. I'd suggest you don't too, if there's more than a couple of customers for them to serve. They clearly cannot handle a crowd.",1,Negative
"
Waited 25 min for one medium caramel macchiato & left a tip. When I asked where my drink was after 20 min I got a slight attitude in my response. Not cool",1,Negative
"
I would often frequent this place given them being a small black owned business and have a good cup of joe.

But I had an experience recently that made me re-think ever returning. The staff yelled at an individual experiencing homelessness who was asking folks for money, “No No No, Leave my customers alone. Get out of here” (something of this sort). I understand that being a business there is a fine line here - but there were many other ways that this could have been handled, from pulling this individual aside and having a conversation to offering them coffee or a pastry (as many other shops do, like rise coffee in the grove). Yet, I found the yelling to be undignifying and it led to a harsh interaction between staff and this individual. As a business that sits close to mental health agencies like independence center, there are an array of opportunities for them to understand unhoused or mentally ill folx rather than be so overtly unwelcoming. When we don’t understand, we can seek to understand. Or when we worry that these populations could affect business, you can still seek to acknowledge the human being rather than yell at them.

During this same time at this shop, I realized that their pastries came from Costco as the employee was putting out pastries from a Kirkland box. It’s one thing to utilize pastries from another business, but the up charge on these is really high and I just don’t think this is acceptable. Perhaps, this was a one off and they ran out that day, but I’ve noticed the same pastries regularly.

I thought for a month or so before posting this review because I don’t want to discount a local business, but I just want folx to know that there are other coffee businesses who also have unhoused folks come in and they are given food and coffee and treated with dignity and there are places who homemake their pastries & are not price gouging from Kirkland.

I am open to returning If this business seeks to reframe the way in which they treat unhoused folks. I just cannot ethically return until a change occurs. Humans are humans.",1,Negative
"
It’s the first time I am leaving a negative review, but once I was served a 3 days old bagel hard as rock, a watery coffee that tastes like dirty water, all in paper cups and paper containers for a dine in experience, I couldn’t let it pass. Never, ever again!",1,Negative
"
Disappointed!!! Staff was not friendly and didn't know what they were doing. They told my sister and I that we couldn't look at the roasting machine!! 3 of us came together and coffee was either bitter or bland, none of us liked our drinks! Furthermore my (tiny) large size was about $9 which I wouldn't have minded paying for quality coffee and friendly service, but a total waste spent here.  The setting has potential but unless they retrain current staff or hire new staff this place won't last long.",1,Negative
"
My family and I were just there Sunday (March 7th) and immediately left to go elsewhere. Hardly any one was wearing their masks, not even some employees, nor was there enforcement for people to keep masks on, although there wasa big sign clearly stating to keep them on. The employees also did not look in a hurry to help customers by taking their orders and keep the line moving. Very unfortunate because we were sincerely looking forward to trying out their coffee. We noticed we weren't alone in leaving immediately upon arrival neither when an elderly man pulled up shortly after our arrival, walked into the courtyard to see the long line inside, hardly any one wearing masks as well, then turned around and walked back to his car to leave to go elsewhere.

I never write reviews to complain but we're hoping the next time we visit St. Louis that things will have improved by then and we'll finally get to try some Northwest Coffee. As a coffee roaster hobbyist I, again, was looking very forward to the experience at Northwest because of their great reputation and quality I've heard much about.",1,Negative
"
If you actually know cofffee DO NOT come here. We had to pull teeth to find out what coffees they could brew with pour over. After waiting 20 mins we were served the coffee in to-go cups. A huge no no for true coffee drinking. Ruins the flavor. Except this coffee had no flavor. The coffee I had this week from the Marriott every morning was better than this basic folgers like coffee.",1,Negative
"
Bought a chicken salad sandwich, got something that was over priced and under delivered!! Two pieces of bread and very very very little stuff inside it. Simple way to put it is, it was worst than the sandwich that you buy out of a vending machine!",1,Negative
"
The coffee was burnt. The ""pour over' was actually a chemex. The time they took to make nearly 20 oz of Chemex suggests the wrong grind size. It was really acidic and under extracted.

The staff was great. But the coffee was truly awful.",1,Negative
"
Always long line, very slow. Place can use clean up a well.",1,Negative
"
I visited at 1 pm and they had run out of waffles and coffee. They had half a cup of cold brew left and tried to water it down and serve it to me.",1,Negative
"
Horrible. How did it get so many good reviews?
Terrible coffee my meal was stone cold and I had to go retrieve myself.",1,Negative
"
They're egg wrap is disgusting, the coffee is terrible, not recommend",1,Negative
"
We went there at 10 am to get coffee and breakfast and they told us they ran out of food for the day. I am so tired of restaurants that don't have ingredients to make food on their menu. Maybe if they cared about their patrons, they would run to the grocery store and buy more supplies instead of serving excuses.",1,Negative
"
We have been customers since 2014 of Northwest Coffee. After recent experience I don’t feel it is what it used to be (was more about transparency rather than the cost of the drink). While the beans are good and I appreciate the response from the Facebook messenger-I most likely will think about coming here next rather than being my go-to.",2,Neutral
"
Too expensive for this kind of simple food. $8.25 for roast beef sandwich with potato chips. $8 for that small salad. I am not the big plate eater but that small salad could charge less.",2,Negative
"
I've been touring coffee shops in the area trying to pick a favorite. This one is not a contender. I have very little demands from service in a coffee shop. Just be reasonably friendly. This shop couldn't even meet that bar. It was very empty and I felt awkward as I sat and sipped my subpar Americano from a to-go cup, as they never asked if I wanted to stay. I can't think of a reason to go back or recommend it. It wasn't horrible, but with so many other coffee options in the area I would go somewhere else.",2,Negative
"
You will wait at least 15 minutes in line to order, and after you order another 10-15 min for them to make it. Price is higher than Starbucks.",2,Negative
"
Best black coffee pour over in St Louis. If you like coffee, this is a must.

EDIT: I've revised down to a 2 star review because of awful service. I was not necessarily in a rush, but the coffee was to go as I had things to do, and decided to get a cold brew (which are just kinds fine, not as good as a pour over) to speed things up, while my companion got a coffee and steamed milk. My cold brew took around 45 minutes, at which point we reminded the batista about the other drink. It was another 15 minutes, and upon being reminded again, he finally made her drink. I don't entirely blame the barista: on a Sunday afternoon you should have more than one person working in the whole coffee shop. Normally waiting a little longer wouldn't be a problem but I can't justify going here again knowing there's a chance my drink will take nearly an hour when I could drive a little further to Blueprint or Kaldi's or La Cosecha and get a similar level of quality with a guaranteed level of service that far exceeds Northwest.

Very disappointing, and will not be back anytime soon. If timeliness is important, I don't recommend you patronize this establishment either.",2,Negative
"
We decided to try this coffee shop and was greeted with one of the least professional workers, everything was greeted with a shrug or “I don’t know” in a monotone voice
As a barista I was shocked at the service",2,Negative
"
Weird... hipster coffee place, good coffee but serves Starbucks sizes in plastic-paper cups. No ceramic or glass cups on display. How hip is that!?",2,Negative
"
Not the best coffee compared to places like Comet or Blueprint. People were nice, but not the place to go for a solid, quality cup or coffee or espresso.",2,Negative
"
Very long wait times and fairly bland coffee. The patio is nice.",2,Neutral
"
Set back off the road, so a little difficult to see while driving by. The coffee was only so-so and the bar feels like it's in one side of someone's garage. Half the area is still full of piles of stuff.",2,Neutral
"
I had a Chai Latte, It was recommended by a coworker it was decent.",2,Positive
"
Bad coffee and smelled weird.",2,Negative
"
For being a black owned coffee shop they sure have a bunch of young rude white girls. Everytime I go in there i feeel ignored and they rush me but I see white customers getting the best treatment. I don’t know what’s going on. This is common in stl I guess. Better customer service would make this place awesome. Also u aren’t allowed to wait in the lobby by the barrista so usually you are rudely told to get out. A sign up on the wall would be nice then people aren’t being constantly told to get out",2,Negative
"
The environment and coffee/smoothie was great!  The only reason for the 3/5 stars is the way the Manager/supervisor spoke to the employees.  Not at all like a leader.  Female, 20's, thin, strawberry blonde curly hair.  She was counting the drawer when we walked in and made a face to the other 2 for someone else to help us, but to wait til she was done counting.  That's fine, I run a business too and we get it.  She finished counting the drawer and made a comment ""is no one gonna take their order?""  1. She was right there, why couldn't she? 2. Don't belittle your staff. 3. Did she tell them she was done?  She was so off-putting I didn't even order anything. The gentlemen making our drinks and the woman behind him had great attitudes!  Don't let this girl ruin your business.",3,Neutral
"
There is plenty of seating, which is great, but the counter space is literally closed off and pretty tight. (I walked into a bunch of smoke today from the one other customer).
I was guided through the menu by some helpful baristas... But when I came to pick up my order (again entering the tight, closed off counter space) a few minutes later after hearing my name announced over a speaker, nobody knew why I was there.",3,Neutral
"
I used to go here all the time. The staff was very nice, the coffee fantastic. Unfortunately staff changed. It was like they were very bothered to be there. So I stopped going there. I do miss that coffee.",3,Negative
"
Quality of food/drink: 4-5 stars
Quality of service: 3 stars
Would I recommend: yes if you are not in a rush and don’t mind paying for any mistakes on their end

I have been living close by for a few months now and have been a customer maybe 8-9 times. I come back because it’s location is very convenient for me, I like supporting local businesses, the staff is friendly and try to provide good service, and because I like what I order and end up getting.

However, there have been a few times I did not receive what I ordered, and most recently I called to place an order and was left on hold for 15 minutes before giving up and going in-person, where I saw the phone was still left off the ringer. During these times I’ve never been offered a solution or compensation (coffee on the house etc) which other coffee shops and restaurants usually offer out of courtesy and to maintain customer satisfaction. I was also recently notified about their online ordering system, which in my opinion has UI issues currently and is not easy to use due to its bugs. Thus, I would stay customer service, professionalism, and their technological tools need to develop a bit more to compare to competitive businesses.",3,Neutral
"
Great outside seating and environment. Although the bagels there are not something i’d feed my dog. Ruined a good lox with an awful bagel. Coffee is okay. Could offer sustainable reusable cups instead of all single use.",3,Neutral
"
Paid $25 for a pour over, lox bagel, and a con panna. The sandwich was really for lack of a better term, weird. The lox were of fine quality but the bagel wasn’t even warmed or toasted, light on the cream cheese, weird drippy honey mustard, a leaf of lettuce and some tomato. The menu said capers but I couldn’t taste any present which is a bummer since that’s my favorite part of the whole spread. It’d be upgraded with some red onion, a toast, and maybe a house whipped cream cheese. I really crave bagels and St. Louis just had no options, I’ll keep looking. The con panna was bitter, I expected a bit of sweetness from the whipped cream but it had nothing added so the whole thing was just kind of underwhelming. Pour over was decent, service was fine, music was a bit loud. I’d come back on another sunny day for the patio with my dog to hang with a friend but I’d probably skip the food and opt for a drip coffee or tea.",3,Neutral
"
Nice indoor outdoor space in the patio. Thanks for the ample power and Wi-Fi, delicious spinach smoothie.

Wouldn’t work here again though, WiFi not robust enough for intended activities.

Wouldn’t recommend the black chai. My taste buds told me with every sip that it tasted like sipping a spoonful of black pepper.",3,Neutral
"
Nice improvements to space. Ineffective ordering process. Requirement of one person inside at a time is confusing.",3,Neutral
"
I'm sure their coffee is great - this review only pertains too their chai latte. It was spicy to the point of un-drinkable and I ended up asking them to dump it out. Perhaps the menu could mention it. The first sip was arresting, a bitter I hadn't ever tasted. The barista noticed us adding lots of sugar and brought over vanilla syrup which was super nice, but it made is both overly sweet and still incredibly bitter/spicy. I wish they had offered an alternative when I brought it up nearly full to be dumped out, and would recommend they offer it to other customers as I won't be back for fear there isn't anything I'd like.

Cool ambiance and a great place to study/read, just maybe stick to the coffee!",3,Neutral
"
I’ve had usually adequate experience here but recently the food seems to have fallen off. Not the best place for a larger group because of small staff count.",3,Neutral
"
Grungy is fine, but it’s just doesn’t seem a clean establishment. No pancake options available at 11. Has 2 large fans so I guess the air doesn’t work. And a bizarre selection of outdoor furniture randomly scattered. The coffee itself was fine.",3,Neutral
"
Coffee is decent, staff is friendly.  It's a little small and the wait for anything other than coffee seems to be a little long.

I ordered a bagel with lox that cost more than what I'd pay for one in NYC and had tomatoes, onions, and some sort of honey mustard dressing on it.  This was unforgivable.",3,Neutral
"
The coffee is okay, the staff  was not particularly friendly, and the space feels cramped and slapped together. There was nothing wrong with the place, but there also wasn't any reason for me to get excited to go back.

With all the coffee options in STL, it will probably be a while before I come back to northwest.",3,Negative
"
Arrived at 4pm (they close at 5 today). Got a decaf americano - it was lovely. Wanted to get a pastry, but the guy at the counter said he already put everything away (even though they would be open for an hour longer). So, no pastry. He also had already put away the coffee fixings and had to get that out so I could doctor my brew. At 4:15 he shouted to the room full of people (literally not one open table) that he planned to close at 4:30 instead of 5pm. Everyone was kicked out at 4:30...to the owner, are you aware of/ok with this?",3,Neutral
"
The coffee was all right, but the place is a dump. There is stuff laying everywhere. The bathroom is like an industrial wash bin. The back part of the place was literally a garage. I get the atmosphere is a yippy thing, but the place is very dirty.",3,Negative
"
Ordered a couple iced americanos to go, tasted pretty good but the espresso was nothing special. Cool vibe though!",3,Positive
"
Great coffee spot & good coffee, but went 3 times for a frozen coffee and they didn't have all the ingredients.😭",3,Positive
"
Coffee was good. People were very friendly nice but my eggs had shells in them.",3,Neutral
"
5 for the coffee but 1 for the super smoky environment they create by burning wood in the seating area every day.",3,Neutral
"
Amazing coffee. Terrible customer service. Meh atmosphere.",3,Neutral
"
Not a well oiled machine at all.  Disappointing at best!",3,Negative
"
Middle of the road artisan coffee shop",3,Neutral
"
Good coffee",3,Positive
"
Took forever to make coffee, far longer than any other coffee shop.  Nothing can be worth the wait",3,Negative
"
Four stars, with the hopeful anticipation the coffee will be spectacular the next time. To explain:
I tried the Northwest House Blend for espresso...the beginning of the cup was quite mediocre, but the second half had a wonderful complexity, with all four coffee varieties making themselves present and a delightful balance between the acidity and sweetness.  A whole cup of this would have been exquisite and memorable. (I am certain this is easily achievable, with some dialing in of the espresso). I bought half a pound of this blend in coffee beans for home (btw, very reasonably priced)
The staff was very polite and helpful and the location is very bicycle friendly.  I hope to visit again!",4,Positive
"
Love this spot. It's like the lighthouse of STL.

Everything was good and I would definitely come back if the time is right. I feel like this is the perfect spot for a winter snuggle fest with your pupper or partner.",4,Positive
"
I want to hang out here.

The location is hip.
The atmosphere is relaxed and unique.

Their coffee is roasted in small batches and brewed quite well. I thoroughly enjoyed my experience.

I ended up parking down the block and walking up.

I went after lunchtime and it wasn’t too busy.

The guy working was super nice!

Like I said, if I had time, I’d come with a book or my laptop and hang out for bit.",4,Positive
"
Neat little coffee shop. Small menu of food items but a broad caffeinated selection. Decent coffee. You can order item on the menu a la carte and they'll put it together for you. For instance i ordered eggs, bread and ham. They asked me if i wanted them to make it into a sandwich... made sense, so it was done.",4,Positive
"
Stopped in for a coffee to go but looks like a great morning coffee stop!",4,Positive
"
I don't drink coffee, but I love their Chai Latte.  It is not sweetened like most other shops.  It is very earthy and spiced well.  The cafe itself has great outdoor seating that is spaced for social distancing.  There are cute plants to decorate.",4,Positive
"
I am a fan of this place. This place is a great local brewing/roasting company that makes great coffee.  They have small finger foods and a limited ""lunch"" type menu.  This is a great place to go and get work done, study, or just to chill with your friends.  It has both indoor and outdoor seating.  My only issue with this place is that it has weird hours.  I would want it open longer, but alas that is up to the company.  Nonetheless, if you want a good cup of coffee with some small foods, with a local flavor, then this is place for you...just make sure it coincides with their hours.  I have returned to this place multiple times.",4,Positive
"
Good coffee, good atmosphere. I really like this place",4,Positive
"
overall location is a bit busy. the coffee took a bit with one barista serving all the drinks.  cappuccino and latte were a little on bitter side so may have had shot pulled a bit before milk finished
staff were helpful and nice in getting the line moving and beans out",4,Positive
"
I'm no coffee expert and I only drink coffee occasionally, but when I want a latte, this is where I come. The coffee's good and the prices reasonable. I also like that it's an antipode to that other big, glitzy, psuedochick chain you see on every corner. Northwest has a comfortable bohemian atmosphere that I really like. I always enjoy my visits here; recommended.",4,Positive
"
The coffee is just ok (I just get drip coffee black though), but the atmosphere, employees, and the egg sandwiches are great!

The have a good bit of outdoor seating and there is lots of natural light inside too. I like that they feature local art and host cool events from time to time as well.

The employees are nice and the owner is often around and seems like a great guy. Very approachable and invested, both in his business and in his community.

The egg sandwiches are unique in that they scramble the eggs with a milk frother, which makes for a light, fluffy egg that isn’t all oily or dripping in butter.  I’ve never seen that anywhere else and it yields a delicious sandwich.",4,Positive
"
Incredible coffee. Dirty building. We were very impressed with the mocha frio which is like a frappe. The coffee is genuine. They roast, grind, and brew the beans in the shop, so the coffee tastes very pure in the frio. The atmosphere is relaxed. The guy working was helpful and friendly. They could definitely invest in cleaning, painting, AC, more pleasing esthetics, new tables, and new chairs.",4,Positive
"
Friendly folks dishing out good coffee in an unpretentious environment.

The space is raw, with the roasting facility basically front and center.  Not a bad place to set up shop and work for a little while.  Lots of space on the outside patio to hang out and talk, and every now and then they've got a fire pit going.

Never had a pastry here I didn't like, either.",4,Positive
"
Good cappuccino and good selection of coffee beans to purchase.  Noisy and limited indoor seating but has a large outdoor area  when the weather is decent. Pet friendly outdoors. Friendly staff and customers.",4,Positive
"
The cold brew was really good. Had an amazing after taste",4,Positive
"
Northwest was a cool place to be if you're working remote, but get there early if you want the best seat. Not all have outlets. I was a little confused about the location at first, but the building is set in about 100 feet from the rest of the buildings. I ordered a black coffee (I believe their house blend) and a Chai Latte (hot). The black coffee was very flavorful! The Chai Latte was a bit lacking in flavor, though.",4,Positive
"
In my search for quality coffee shops, I stumbled upon this place. It's got a cool vibe: unfinished and apparently not pretentious. Even less finished than Alaskan Klondike.

It's got the bones of what I love in a coffee shop: beans roasted in house, no automated espresso machines, a focus on quality coffee. (Great foam on this cappuccino!)

But it falls short in the beans' roast and had too many blends as opposed to region specific coffees, African, Cental America, Asian. Don't get me wrong, they serve it, but it's not the focus. They should at least always have one region brewing. And they need to serve a much lighter roast, I feel the roast competed with the beans' natural flavors, rather than augmented.

Overall, great experience, but not the best. That crown's still reserved for Alaskan Klondike.",4,Positive
"
Wonderful place to sit and chat. Nice atmosphere.  Kind of a hidden gem.",4,Positive
"
Good coffee. Can wait a good amount of time tho.  A little pricey too",4,Positive
"
I have been here a few times and it’s good place to check out. Staff are friendly and the visuals inside are pretty. The only reason I gave it a 4 is because of seating capacity. It’s not a huge place but I think they could better utilize their space to accommodate more people. If you are reading this review during the warmer weather then disregard as the patio area is large.",4,Positive
"
Great Coffees & a nice place to hangout!    Pet friendly",4,Positive
"
Nice laid back atmosphere, great customer service. However , that bathroom is scary . Please clean and have everything stocked.",4,Neutral
"
Nice staff. Cappuccino was quite stiff, and too much drowned out the espresso somewhat. Pretty great liege waffles though.",4,Positive
"
Awesome place, great social distancing. would have loved if my take out sandwich came in paper bag not plastic container though.",4,Positive
"
Location of the pin on google was misleading, but the coffee was very good.  With a dark roasted flavor it was defenitely a coffee to start your day right.",4,Positive
"
This was my first visit and I plan to return as often as I can when I’m in the area. I drink decaf in the afternoons and LOVE that I have options for what kind of roast when I order a decaf pour over.",4,Positive
"
Nice little coffee shop. Didn't have frappes though. Even has little fire pits outside!",4,Positive
"
Good coffee. Great indoor/outdoor patio.",4,Positive
"
Nice atmosphere and staff, but the Sumatra coffee was burnt and very Starbucks-like.",4,Neutral
"
Nice place to sit & relax with friends while enjoying a cup of coffee. Also has an outdoor seating section which is fenced off.",4,Positive
"
Good coffee. I'm sorry... its better than your average ""good"" coffee.",4,Positive
"
Great  iced coffee. Sat outside for 2 hours in the shade. Wonderful place",4,Positive
"
Great coffee.  Nice open workspace and outdoor seating as well.",4,Positive
"
A little funky, but amazing fresh roasted coffee. Best I ever had.",4,Positive
"
Nice coffee shop. Cute outdoor area. Love the waffles.",4,Positive
"
Great Local Coffee shop and Roasters!",4,Positive
"
I love this place! The coffee was excellent!",4,Positive
"
Just really good coffee and tasty breakfast all day.",4,Positive
