Review,Star,Sentiment
"
Horrible experience ! People very unprofessional! No customer service at all",1,Negative
"
Horrible service. Very rude and unprofessional.",1,Negative
"
40 mins for a whopper never again, I got my refund.",1,Negative
"
They do not take ebt and I was starving",1,Negative
"
The food was cold and they forgot my burger",1,Negative
"
Scheduled to open at 6am.  I left at 6:10am as they had not yet opened the doors.",1,Negative
"
I showed up and they were closed. I thought this was 24 hrs?",1,Negative
"
Great customer service but this place is filthy and dirty.",1,Neutral
"
Está bien gracias",1,Positive
"
The drive thru always closes early.....",1,Negative
"
I found a twisty in my fries i took it out of my mouth as soon as I felt it.",1,Negative
"
Not that clean. No soap in the head, or towels. Not that quick to get stuff out. I won't be back.",1,Negative
"
Dirty place not worth the drive",1,Negative
"
Dirty,  lazy staff, lots of homeless hanging around",1,Negative
"
Guy who helped us was very unfriendly",1,Negative
"
The food is always lukewarm",1,Negative
"
They are slow and dirty",1,Negative
"
Never opens on time",1,Negative
"
Bad customer service",1,Negative
"
Whoppers are life",1,Positive
"
Rude workers",1,Negative
"
Sin comentarios",1,Negative
"
Had bad experience with server who was working drive up window Very impatient and rude He showed that he did not want to be there And takes it out on customers It's not giving me what I ordered And paid for",2,Negative
"
They continuously  forget items that I order. The crew there are very young and have attitude problems with older customers. Not a good place in general. Low end burger king indeed",2,Negative
"
Friendly.. Not to be mean but I'm going there...A LOT OF HOMELESS INSIDE..I have bought some food.. But 60 % seen to be needy and are allowed to ask paying guests for hand outs while we way. . INSIDE..I was told they found a needle in the playground.. Could have been diabetic.. but REALLY",2,Negative
"
No ice in soda machine",2,Negative
"
Good service, bad restaurant",2,Neutral
"
The french toast sticks here were disgusting!!! they were smothered in old , and it tasted like they've sitting out for way too long!!",2,Negative
"
Food was good value menu food is really small! And customer service was horrible",2,Negative
"
Made my daughter's burgers wrong. Stood atvthr counter while everyone walked by me. Had to say excuse to get someone's attention...",2,Negative
"
I ask for whopper jr meal price was $ 4.00 and they charge $6,00 and I complain after, too late never again stop by 😠",2,Negative
"
I asked for 6 whoppers and they only gave me 2 napkins, had to ask for more napkins...",2,Negative
"
The service was very slow if u are in a hurry dont go here",2,Negative
"
I come her I really don't know why is teerible service.",2,Negative
"
Very slow service even when they are busy.",2,Negative
"
Wifi never works, bathroom is always a mess.",2,Negative
"
Not great quality and rude service every time.",2,Negative
"
Ww got  colde burgers and sad frensh fris",2,Negative
"
They don't have good customer service",2,Negative
"
They never answer the phone!",2,Negative
"
I didn't want my cheeseburger this way.",2,Negative
"
Drive in they always take a long time",2,Negative
"
The didn’t complete my order",2,Negative
🤢 …,2,Negative
"
Dirty inside. Bathroom is gross.",2,Negative
"
Ok",2,Neutral
"
The service sucks",2,Negative
"
Bad atmosphere.  Use the drive-in and keep your windows up.",3,Negative
"
It's fast food... having said that, they seem to be a bit better with the orders. Normally I love their chocolate shakes... they are actually chocolatey... not vanilla with a drop of brown food coloring.",3,Neutral
"
They always seem to leave something out of my order. We never get any toys for the kids meals. For my kiddos it's huge sometimes the only way I can get them to eat any other fast food rather than mcds",3,Negative
"
Typical Burger King fast food resturant. The staff has got my order correct all the time I've visited so far. If you want a dipping sauce, just ask as they are likely to give you some for your meal.",3,Positive
"
Just an average burgerking with the usual menu. Employees here aren't exactly friendly, and won't always get your order right. Would reccomend you take 3 more mins and drive to the other burgerking to avoid havint to come back to this one to correct some food items.",3,Negative
"
How is considered a bonus if I don't feel sick to my stomach after eating at one of these places it tells you something when even there speaker at the drive-thru doesn't work anymore!",3,Negative
"
Playarea always a mess, food and trash tossed around.   inside is good.  They have the magic soda box.   You know the one.   Love that cherry sprite  or the grape coke",3,Negative
"
They need to trained better new workers, open more cashiers when they are busy and handle food with care. Managers that make sure things are done right.",3,Negative
"
Food is always great but the drive thru service is always so slow.",3,Negative
"
It's ok for a Burger King on a busy city street. The kids play area is nice but it is outdoors, and does not have a lot of seating for the grownups.",3,Neutral
"
🤢🤢🤮🤮 food has no favor and always cold... fries with no salt, WAKALAAAAA......",3,Negative
"
The Whole floor was sticky since we went in the bathroom didnt have soap the food was good but a little in the cold side",3,Negative
"
Very long wait. But food was ok the milkshake was pretty melted due to the time it took to get a whopper meal out",3,Negative
"
Okay food, service in drive thru alittle slow,store is clean and cashiers are always helpful and friendly.",3,Neutral
"
It's a quick place to get food but they can sometimes definitely lack common sense.",3,Neutral
"
Service sucks and food was cold for having to wait so long for it to be cooked.",3,Negative
"
Good value food but the restaurant seem cramped plus there are several homeless people inside that makes you uneasy...",3,Neutral
"
They dont have enough employees. But the service they do have is great",3,Neutral
"
Typical budget King. No surprises so you know what you are getting into. Not the best burger in the world but it's cheap.",3,Neutral
"
20 chicken nuggets and only gave 2 barbecue sauce....",3,Negative
"
Good people BUT VERY SLOW--- THEY NEED MORE COOKS... TOO MANY CHIEFS N NOT ENOUGH INDIANS...",3,Negative
"
I found this experience much more pleasant than my previous experiences.",3,Positive
"
This location is sometimes not 24 hour drive through even thoe the business hours on goggle says it.",3,Neutral
"
A little slow and they most always forget to put something in the bag..",3,Negative
"
It was good and fast. In and out 5 minutes.",3,Positive
"
Then Whoppers got to love them Whoppers and Whoppers or something else",3,Positive
"
The service and food was descent. Not spectacular",3,Positive
"
It's fast food.",3,Neutral
"
Don't eat there.",3,Negative
"
Was ight",3,Positive
"
Worst fried ever",3,Negative
"
Good",3,Positive
"
Average fair.",3,Neutral
"
It's Aight",3,Neutral
"
Okay",3,Neutral
"
Same as always",3,Neutral
"
Taste funny",3,Neutral
"
The taste the remind me when I just moved to the US. Cant say I am here as much as I used to, but still here and loving it.",4,Positive
"
I usually stop here to pick up luch every other week i use coupons when i get them .",4,Neutral
"
The burger are nice but the restroom is not clean☹️",4,Neutral
"
I've ordered with drive through 3 times and they messed up my order 3 times. The highlight of this experience was this lady I called Daisy who seemed to be a supervisor and she took care of the situation really well even though her manager was occupied.",4,Neutral
"
The food was average, I've eaten from many burgers restaurants and burger king is definitely at the end of my list, not bad, just nothing to stand out or give a unique experience only available there.",4,Neutral
"
Service was fast and the staff was nice",4,Positive
"
Food was good today, as usual, but I usually go late night. I did lunch today and tried the BK King and I have to say it is killing the big mac. Good job BK...it is like a big mac, but with the whopper beef.",4,Positive
"
Been years ....had to pull over&order...busy drive thru but quick inside order....great service, good&effient.
Thank u afternoon crew🙂",4,Positive
"
Good.  A little pricey, but ok with those coupons that come in the mail.  I remember many months ago a gal at the drive thru window said something to the effect of having to use coupons to get a reasonable price lol.  I don't think she still works there lol.",4,Neutral
"
Came here for the onion rings and zinger sauce....And got a bacon cheeseburger plain, bomb! And the Icees are usually fire but at 1am the machines might not be running. The lady at the drive thru was cool af. She was talking about her auntie and how we suppose to be asleep at this time of night. Probably the longest conversation I have had with someone in a min....",4,Negative
"
quick drive thru",4,Positive
"
Its like a time oddity when in the drive thru just opened long wait noone in drive thru hey its still a lpng wait no body inside hey you still have to wait",4,Negative
"
Mid ngl",4,Neutral
"
Place is dirty, chairs sticky, but kids that work there have a great smile and attitude especially a kid name Robert great smile and helpful",4,Neutral
"
Well this time my Chicken Fingers and Fries were fresh out of the fryer, they were great.🤗",4,Positive
"
They get orders right!! Oh my how pleasant that is at a drive thru",4,Positive
"
This restaurant is OK. My grandmother use to bring here to eat lunch on the weekends. The amenities of this restaurant are good.",4,Positive
"
It's good for a quick bite to eat and for breakfast personally I always get the french toast",4,Positive
"
Clean, efficient and good lunch deals.",4,Positive
"
Good services very clean but dont have chicken in this day😒",4,Positive
"
Good and friendly service at the drive thru",4,Positive
"
Good Service, most of the staff is friendly if they mess up they always hook it up.",4,Positive
"
Always fast, always right, always good. Better than the other locations",4,Positive
"
It's my favorite BK by far...",4,Positive
"
Good Service by Drive Thru 👌",4,Positive
"
Muy bueno",4,Positive
"
It is what you would expect except a bit smellier.",4,Neutral
"
Siempre tienen especiales me gusta",4,Positive
"
Burger King  always have deals",4,Positive
"
Ah those whoppers,  my favorite!",4,Positive
"
Double Whopper with cheese is awesome",4,Positive
"
Average fast food.",4,Neutral
"
It' fast good food",4,Neutral
"
Fast friendly service",4,Positive
"
Only on the bargains everything else is expensive",4,Negative
"
Every thing went good.",4,Positive
"
Ok food",4,Neutral
"
Good.",4,Positive
"
Restroom is so dirty",4,Neutral
"
Fast service this time",4,Positive
"
Good customer services",4,Positive
"
Nice and fresh food",4,Positive
"
This Burger King is okay.",4,Neutral
"
Fast food quick bite",4,Neutral
"
Food was hot",4,Neutral
"
Great burgers",4,Positive
"
Fast, warm",4,Positive
"
Alright",4,Neutral
"
Good service",4,Positive
"
Good. 💞🙁😴😦😦😴🌙🌙😦☪️☪️🎃😦 …",4,Positive
"
Fast service",4,Positive
"
Close to home",4,Positive
"
Oh people I got to tell you this one this burger king has been apart of my life. I grew up around here and let me tell you I love this place great food wonderful service with a smile beautiful view of the Album Rock Hills just right out the window. When I come back from vacationing the first thing I do is come here and grab me something to eat because when I sit down I feel that I know that I am home.sencerily.",5,Positive
"
Burger King sends me coupons in the mail. Their food is pretty good for fast food. It's more healthy than Mickey Ds in my opinion.

I like coupon 6618. 2 Whopper Jrs. 2 fries for 3.99. I can never finish the fries and I share one hamburger with my dog.

Its not an everyday meal but it does work to fill the hump.

👍👍👍",5,Positive
"
I love it at Burger king, the food tastes so good, the employees greeting is excellent, 2 special women took care of us. One looked 40's years old, I think she's a shift leader or maybe manager, I was on the line waiting for somebody to take my order, she came close to me and she smiled and said, I will be right with you in just a moment. My breakfast was so yummy....thank you Burger King!
Aug 23/ 18",5,Positive
"
Ok Services but NEVER order curbside pickup on the App, it's too slow and walk-in pickup at the counter is much faster for both you and the employees",5,Neutral
"
Great service!  Superior attention to detail.  This BK has never gotten my order wrong and has no problem asking for clarification.  They are open until 3am during the week and overnight on the weekend. Super convenient and friendly staff!",5,Positive
"
It's... A Burger King. We usually go through the drive-through and there are absolutely no surprises--which I've found is a real plus in a fast food place. They get our order right, they get the price right, they give us exactly what we ordered, and if we ask for anything unusual, they take care of it with good grace. Boring is perfect when what you want is food units. (Good job, folks! Seriously. Would be surprised how often fast food places fail at executing. 😀)",5,Positive
"
We were in San Jose on business and decided to go to Burger King for dinner. The food here was hot and fresh cooked. 2 thumbs up.",5,Positive
"
If you like nice customer service fast drive through and fresh food come to this restaurant",5,Positive
"
The food and service was actully good today.  Im up dating my review because i was very pleased with how good my chicken sandwich taste and the courtesy of the employee.",5,Positive
"
Great place to get food at and the food is surprisingly cheap and delicious. I recommend it to everyone.",5,Positive
"
The food was awesome Tomatoes nice and crisp so is it Lettuce you can't be freshly made and the staff is great and courteous helpful I recommend this location",5,Positive
"
Sourdough king is my absolute favorite now. Staff is always friendly and never forgets to include sauces/ketchup. Playground inside too.",5,Positive
"
The food has gotten better than I remember. Much better than mcdonalds. Drive thru service very fast.",5,Positive
"
Burgers are always delicious and the fries are always fresh!",5,Positive
"
have the app for coupons, make sure you say your coupon code first then verify what you ordered. it is a good place",5,Positive
"
Food was warm, tasty and fresh.  The holy trinity of fast food accomplished.  What more could I ask for?!",5,Positive
"
Been coming here for 20 years great people and great food good drive thru service",5,Positive
"
Lots of parking, easy to get in, park, get food and back out in about five minutes. Busy parent.",5,Positive
"
Awsome place I always order a mocha late w/ xxx chololate services and employees are awsome and really nice clean safe for kids",5,Positive
"
The employees are always friendly.  The food was good, nice, and warm.",5,Positive
"
I tried getting food with my ebt card and there was a system problem but they tried helping me many times",5,Positive
"
great service and amazing place to eat when ur in a hurry and good food",5,Positive
"
Love it cause there open till 3am for those late night snack time",5,Positive
"
It was okay. Today is Friday and they took forever to give me my order in the Drive-through.",5,Negative
"
Good service nice attitude very helpful and considerate with orders andspecials",5,Positive
"
A good place for acceptable quality, fast breakfast",5,Positive
"
Good food. Affordable prices. Courteist employees.",5,Positive
"
Not many people in there. Quickly get what you need and you're out.",5,Positive
"
Burger King's breakfast pancakes on the loaded sandwich it fills you up it's really good",5,Positive
"
Always a family favorite ❤️ there chicken spicy sandwich 😍😋",5,Positive
"
The best breakfast in town",5,Positive
"
I saw my friend there so you know its good",5,Positive
"
It's clean! Employee's very helpful and courteous!",5,Positive
"
There so friendly.. they make u feel welcomed",5,Positive
"
Always yammy! Fast in and out service. Friendly stuff.",5,Positive
"
Very crowded today and  service went really quick😁",5,Positive
"
Megustan mucho sus hamburguesas👌😘",5,Positive
"
Good environment.  Good price.  Good food.",5,Positive
"
I also love Pho K!ng.",5,Positive
"
Great fast food burger joint:)",5,Positive
"
The food was so good taset.",5,Positive
"
Regural efficient Bruger king.",5,Positive
"
Helped our emergency team w breakfast",5,Positive
"
Muy bien para comer y mas economico",5,Positive
"
My kids love Burger King",5,Positive
"
I love BK",5,Positive
"
My hubby likes the whoppers",5,Positive
"
Food is good and really clean",5,Positive
"
muy bueno",5,Positive
"
Quick dinner pickup.",5,Positive
"
Its what you would expect from a burger king",5,Positive
"
Very nice vegetable Berger",5,Positive
"
Good/ great coupons",5,Positive
"
Very good food jjjammmmmm",5,Positive
"
Good food",5,Positive
"
Good. Drive thru.",5,Positive
"
Great deal meals",5,Positive
"
Great fast service!!",5,Positive
"
Iz close",5,Positive
"
Rapido",5,Positive
"
Love it",5,Positive
"
Excelente",5,Positive
"
Very good whooper",5,Positive
"
Yuuummm",5,Positive
"
Buen servicio",5,Positive
"
Good deals",5,Positive
"
The people the are nice",5,Positive
"
Good",5,Positive
"
Whopper is the beezneez",5,Positive
"
100 prestine",5,Positive
"
Todo bién.",5,Positive
"
Fire",5,Positive
"
Great service",5,Positive
"
Excelente lugar",5,Positive
"
good slurpies",5,Positive
🔥🔥🔥🔥 …,5,Positive
"
Fast service",5,Positive
"
El servicio es bueno ..👍👍👍👍👍👍👍👍",5,Positive
"
Good place",5,Positive
"
Chicken nuggets",5,Neutral
"
It was quite busy and the lady taking my order was very patient and professional.",5,Positive
"Clean, decent price, fast service and excellent customer service. A simple Good Morning and/or Good afternoon as you entered the store really creates a good environment and the staff definitely brought into that environment. I don't really give 5 stars but I was pleased with my overall experience.",5,Positive
"Woow....
I RECOMEND  to order online  (you will save lots of time )
The portions are big... incredible test!
I absolutely  love it will order again",5,Positive
Have been here twice. The service is really erratic. Servers don‚Äôt know the recipes on their menu and they served me a falafel pita that looked like it was designed by Jackson Pollack.  Don‚Äôt know why the server thought this much sauce was ok.,2,Negative
"Delicious food at an amazing price. Shout out to my server Mohammed and Vanvel (I believe they are also managers here) who were super attentive to my order and provided amazing portions. In the past I believe the portions were a lot smaller, but has grown generously as of the last couple of months. Great service to be honest, will recommend and come back.",5,Positive
My food was delicious I was amazed at the taste the servers were very welcoming took my order with no problem I will be coming back to this location  #uspsworker,5,Positive
I always enjoy coming to Cava to get lunch. The food is always fresh here. I always experience great hospitality and service from the staff. They are very friendly!,5,Positive
"Jeremiah is the freakin man. Called in @ 10min to close, person who answered phone said no way, then the phone was passed to Jeremiah who was kind, understanding, and said he would help me out. Made it there just at 9 as they were closing, to a fully pimped-out bowl made by him. That's true customer service, y'all!

Don't ever even bother with the new sweetgreen down the block @ Duffield, this is the one and only true true salad spot of dtbk!!",5,Positive
This location does not prepare the food well. I have been here a few times and have also ordered take out from this location. I love CAVA but this location is not it. The food always taste like it‚Äôs a day old or it‚Äôs very cold. Not to mention the food station always looks super sloppy.,1,Negative
BRANDON assisted me & his customer service is nothing to complain about! Assisted me with patience & deff made my day‚Ä¶ he BLESSED it !,5,Positive
"My favorite go-to spot for lunch. Amazing food, lots of variety for a healthier option downtown. My go-to meal is half arugula, half right rice with grilled chicken & half vegetables. Special thanks to Brandon for his superb customer service!",5,Positive
Good is Delicious.. Everything is fresh and I will definitely come back!,5,Positive
"Ordered cava for delivery. They forgot half of the original order. That is just unacceptable for the cost ($50+ for two bowls) of the order itself. My delivery person was great and went back to receive the other half of my order. Unfortunately, my bowl was not proportionate it was barely any rice or protein and so much greens and sauce when I asked for light sauce. It was quite frankly disgusting. Never ordering from here again. Oh and to top it off the food was cold.",1,Negative
This place is absolutely amazing.   A new take on eating healthy. These salads are to Live for... There are about 1000 possible combinations and they all look good. I only tried about 3. My brother is in love with this place. He has to eat here aT least 4x  a week. They are great tho. I can make some recommendations but you should probably just get happy and try everything.     Enjoy!!!,5,Positive
"The food is okay, I've had cava before and it's usually a good meal. This location however has extremely rude staff, the service is slow and the quality of the food itself doesn't taste as good as other places. The seating area is also messy.",2,Negative
"I like the food but they got my order wrong.  I paid about $45 for the greens/grains salad with Harissa chicken salad with avocado, etc and they did not add the chicken or the avocado which I paid extra for.  Very annoyed.",2,Negative
Food is good but these people are so slow. I was in line during the lunch rush and it took more than 20 minutes to get to the register. You can see that they are not working at their best speed!,3,Negative
This was my first time experiencing mediterranean food. TJay & Mohammed provided Great Customer Service. They both were very efficient as I only had 30 minutes left on my lunch break to get my food. I appreciate them both. The food was great.,5,Positive
"This is my favorite place to eat in a rush. I won‚Äôt call it fast food because it‚Äôs healthy and of course you get served in a a fraction of a minute, great quality and taste definitely worts the money. I love to make my own salad and you can add grains to fill you up so it‚Äôs not just a simple salad. The only challenge is that not in every branch have a restroom.",5,Positive
Overall a great experience and good vibes! Service was fast and employees were super friendly. Had the pleasure of being served by Gabby and Rashon. Food was delicious! I think one of the best experiences I‚Äôve had at a ‚Äúfast food‚Äù place.,5,Positive
Always delicious really love their food. Haven‚Äôt had a bad experience yet. This particular location is very crowded so sometimes it takes them a little bit longer to get the food out but it‚Äôs always worth the wait.,5,Positive
"I love Cava in general, but this location is truly abysmal. I‚Äôve been 5 times. When ordering pick up or delivery, they make bowls with several missing ingredients. My most recent bowl was missing the extra falafel I paid for and the dressing‚Ä¶ it was just dry ingredients. When you go there after 7pm, they are constantly out of ingredients- like their main proteins- it‚Äôs really disappointing. The food is good but the logistics and service are poorly executed.",2,Negative
"This CAVA is run very well. I work nearby and pickup lunch here often. This location can be very busy during lunch, but the staff are polite and fast AF under pressure.

Edit: The portions are smaller now. -1*",4,Positive
My colleague and I stopped by for lunch and was greeted by TJ and Mohammed with amazing customer service. Food made by them tasted amazing. Came back the next day for more.,5,Positive
"I received nothing short of an excellent customer service from Mr. Mohamed. Provided me with options and guidance on the food. Mr. Mohamed went above and beyond to understand and to make me feel comfortable which drove me to ask questions and I was able to get the food I really wanted. Mr, Mohamed made me feel as an appreciated customer. And will certainly continue visiting Cava Brooklyn Downtown. Thank you GBY!",5,Positive
I love this place..... It's a twist on the salad game. I appreciate it tho. So many different combinations to choose from. Was introduced by my younger brother and I'm hooked.,5,Positive
My favorite Cava location!! The food is always good and the staff are great. Brandon was super friendly and very helpful with all the questions I had!,5,Positive
Under staffed it‚Äôs not their fault I always see the same people it‚Äôs good but they need help! The best time to go is before 1 special thank you to Brandon and hats off to the cook,5,Positive
Felt very dirty. In the 5 mins we were there watched a guy making to go orders pick something up off the floor and go right back to making a bowl. Another guy making our bowls was using a recipe card that looked filthy. Another guy had his hands all over the rim of the ice bucket as refilling. Ended up throwing out our food out of concern of what was happening in the back if the front was that dirty.,1,Negative
"First time visiting and had an amazing experience!! Jahdinae was so helpful, she gave great recommendations and walked us through the whole menu. She needs a raise bc she was great!!!",5,Positive
"It is also a worker.  Do you discriminate against us because we deliver food?  This is the worst employee I have ever seen.  She is the shortest Mexican in the shop.  Her face was really bad, as if someone in the family had died.  If you do not want to do this and do not respect your profession, please go home.  Don't ruin Kava's praise here.  I hope your manager can see.  This is discriminatory against our food delivery.",1,Negative
"Awful experience, terrible supply chain. It takes 2-3 people to finish an order. Which keeps customers waiting for extended periods of time. Recently, we were there and apparently they only accepted cash and couldn‚Äôt accept credit card, much like a merchant vendor on the street. They requested my pregnant wife put in the order online, she attempted to but ran into complications with the app. We coordinated our schedules, so I went back to get the food later by placing an order for a future pickup. I waited for 30+ past the scheduled pickup. No one seemed concerned at all about these delays and kept acknowledging that my order was started, again a supply chain breakdown, ‚Äúit wasn‚Äôt my job to finish it‚Äù. Terrible customer service and they‚Äôre always low on ingredient. This use to be a go to spot  for us during the week, but after this experience, it‚Äôs clear that Naya in the neighborhood will blow this place out of the water. I typically don‚Äôt complain, but there were no apologies and a lot of people that seemed like they don‚Äôt want to be there, so why would I?",1,Negative
"The flavor in this place is FANTASTIC. It's like Qdoba had a Mediterranean cousin, you can build your own meals (bowls, pita wraps) as you go down the counter. The staff helped me and my fam go from clueless to full and happy. Also nice outdoor seating with umbrellas, if needed. Great drink options, and possible plus for their paper-esque containers.
Definitely would go again, and try something new.",5,Positive
"Ordered spicy lamb meatball pita.
The order was left on front of another apartment's  door and I had to go and  search where it was, no phone call or text, and I sent this driver a text message with apartment number.
The meatballs were literally as out of the fridge. They messed up the order with an exaggerated amount of sauce, and no vegetables whatsoever, straight to the garbage. Will never order again; first and last.",1,Negative
"Cava is a pretty cool concept. Mediterranean flavors, choices of rice, pita or salad along with a main meat with various sides and dressings. The flavors of the food are great. 4 stars instead of 5 because I think employees need a bit more consideration on whether rice should be mixed with salad or where dressings as opposed to tahini or other dips.",4,Positive
Chipotle for Mediterranean food. Good quality ingredients with freshness in mind. Awesome selections of meats and sauces and salads. A little pricey but very clean tasting food and very satisfying. The staff is quick organize and very friendly. The line is long but goes very quick as the food is in a assembly line. They don‚Äôt give you half a spoon of meat and very generous. Very satisfying food Good selection of organic sodas and teas.,5,Positive
"Great and friendly staff. The Manager Mohamed was great , making sure my order was correct.",5,Positive
Used to hate this place because of the Long Line Food worth the wait though Shout out to Mohammed Great Leadership He Assisted the Girl that made my bowl thank you Mohammed & Brianna,5,Positive
Good service. Polite staff. Helpful. They explain the menu and also gave me lots of extra corn when I requested ‚ù§Ô∏è,5,Positive
Best to go restaurant. TJ and Mohammed were very helpful. Will definitely come back again.,5,Positive
Quality of food is great ‚Äî manager was attentive and nice. The girl who made my bowl had an extremely unpleasant attitude and demeanor.,3,Neutral
Delicious! I wish they had a little more options for toppings and base but I enjoyed my meal. They are a little disorganized.,4,Positive
"Amazing fast casual, healthy Mediterranean food that‚Äôs a welcome addition to the Downtown Brooklyn food scene! The staff is so friendly and the mini pita with lamb was divine (and quite filling)! Highly recommend and can‚Äôt wait to try everything",5,Positive
"My office loves their food but the last couple orders were disappointing. 2occasions was some red hummus in friends salad and she didn't order hummus, which tells me they use the same spoon to scoop in multiple containers. The pita chips were burnt , and yes I'm being dramatic so that broke my heart . Also  $4 for a 2oz container of hummus is crazy .",3,Negative
"First time coming here, and honestly, it might be my last! I will NEVER understand why people apply for jobs just to have an attitude that they have to work, and on top of that, taking out their frustration on paying customers! Workers making unnecessary disrespectful comments about customers to their coworkers while standing RIGHT in front of said customers, forgetting orders and then having an attitude when it needs to be corrected, rolling their eyes and sighing when taking orders, waiting way too long for an order only to receive half of it, workers and managers on their phones, it‚Äôs all too much. I‚Äôve seen this EXACT behavior play out in other establishments and you know what happens? Either the manager gets fired due to incompetency, or the establishment shuts down due to lack of customers! I initially didn‚Äôt plan on coming back because of the below average food alone, but the attitude from everyone made me not want to come back. Shame on me for not listening to the reviews. Do better!",1,Negative
Best Cava to go to in terms of Food YOU HAVE TO GO DURING TJ SHIFT ! Lol,5,Positive
"poor service, no one is picking up any lines, i order online and there is no available tracking system although there is a link, NO ONE has been able to help.. the delivery was for 40 min ago now, horrible horrible online business with lack of management or customer support.",1,Negative
"Really poor service. They couldn't find my order, and after they did, they gave it to me 20 minutes later. Then I realized that it was incomplete, and when I told the waiter, she just walked away. Another waiter was nice enough to give what I thought was missing. When I got home I realized that they had also forgotten the avocado, which I had been charged for.
I am definitely not coming back.",1,Negative
Fresh and organics bowls made the way you like it! I would recommend this place to anyone who is trying to eat a healthy lunch.,5,Positive
So glad to see CAVA finally open in my neighborhood! The food is fresh and the service is fast! It seems that they have fully prepared for the grand opening. The experience on my first visit was much better than what I had in sg when it opened a few blocks away last year! Hope CAVA not run out of green harissa next time„ÉæÔæâ‚âß‚àÄ‚â¶)o,5,Positive
"A colleague and I decided to try this and it was one of the BEST LUNCH decision we've made. The options, portions and flavors are unmatched! Lines are very long during lunch, so plan accordingly!",5,Positive
"Friendly staff, good food, clean eat in area, but bathroom can use a good cleaning",4,Positive
"Cava is always great, but the team today was having a great time. Brian and Jada had us laughing while we ordered. The highlight of my lunch break.",5,Positive
Food wasn‚Äôt bad customer service is horrible attitude and stank faces definitely won‚Äôt be going back there. I should‚Äôve turned around when the front broken door slammed shut behind me like in a horror movie,2,Negative
This was my first time at a CAVA and I'm shocked how good it was.,5,Positive
"There is always a long line but it moves fast. Food is delicious and never disappoints
Great lunch spot.",5,Positive
"fresh food, great flavors, nice price. easy peasy.",4,Positive
"Went with my family after lunch rush, so there was few options remaining. We were the only people in line, but there were workers just standing around and no one wanted to take our order. When we did order, every other option was missing, and the place was messy. The icing on the cake was when the cashier with red streaks in her hair, rung up two drinks instead of one. When I asked for a refund, she threw the nastiest look and just walked away. I was so confused. Another worker came to finish the refund. The food was really good, but the customer service sucked.",1,Negative
"Went at the end of the night because we're/she's hooked and although they were already breaking things down, they were super efficient and attentive with it. The food was still fresh, amazing, and flavorful. The workers were friendly, accommodating, and all around pleasurable. Plus, the price was about the same as it was in locations I'd visited in DC and VA. Highly highly recommend (and you'll feel good too... Thank me later... seriously, I'm here for your health)... You're welcome... Also, the harissa, roasted eggplant and roasted red pepper hummus with the garlic dressing... You're welcome again",5,Positive
Love it. Amazing food you can not go wrong,5,Positive
"Actually, there's a park across the street that I chill in. A friend of mine purchased a salad from there and, she let me have it after I tasted. Plus, the area is provides a great dinning outing for all, with the option of strolling across two bridges into the city. Safe travels. Peace!",5,Positive
"This specific cava location has the most unapproachable attitude, even chipotle don‚Äôt act like this. They are extremely disengaged, rude, and disrespectful. They become easily impatient and annoyed with the most simple request. It was as if they weren‚Äôt expecting customers to come into the establishment. Very disappointing overall you‚Äôre better off walking to shake shack that‚Äôs nearby.",1,Negative
"Love Cava food and there restaurants but this particular location always starts to close at 9pm. This is my 3rd attempt, this time it was 9:08 p.m. and they had already put away the topings. The employee was courteous enough to say they are open until 10 p.m. but they had already put away the toppings. What would be the point? Why not just close the doors at 9 p.m. to avoid the customer frustration rather than  have customers hope that you are available for services until 10 p.m. Btw 3 people walked in walked out with the same frustrations. This is a bad business practice.",1,Negative
Never ever go to this place between 12-3.  Doesn't matter if you order ahead.  Zero organization.  No one knows what they are supposed to be doing.,2,Negative
"The quality of service has changed drastically.
You'll end up.paying for the bowl and not the little contents. My excitement fizzled in 0.1 second.
Maybe I'll give CAVA another try midtown.",1,Negative
Amazinggg!!!! Brianna and Bryanna are great workers. They are the digital ordering team and always sends my order out on time and makes sure everything is correct never disappointed they deserve a raise!!!!üôÇ,5,Positive
"The service is consistently horrible at this location. Staff don‚Äôt seem to care or are trained. I went there at 5pm and it took me 20 minutes to get my food (there was no line) just slow, uncaring and untrained staff.  The bowls were only half full since she had no idea how much food should go in. Told me they were out of corn for the rest of the day while another staff came in to do a refill. Skip if you have other options. It is just disappointing since the food is good but boy not worth the aggravation.",2,Negative
"A really disappointing location and experience with this CAVA. The food is routinely not fresh, they consistently reuse old meat from previous days without even reheating it - have been served near frozen meat on a warm bowl on 2 occasions, which is 2 times too many.

Salad leaves are always wilted at this location - they under portion all the bowls and ROUTINELY skip items in orders to the point where orders feel unrecognizable. Also NEVER include the free pita, even when requested.

This location is offensively disappointing and subpar.",1,Negative
Used to be one of the best spots around. Since past few months the service quality has gone down the drain. Online orders when picked up missed half of the dressings and toppings. Sometimes they even left the proteins out. The side pita is just non existent.,1,Negative
"The bathrooms are disgusting. Customer service is rude, and I found a hair in my food. Never there again.",1,Negative
